CODE;COUNTRY;SUB-CHAPTER;TITLE;UNIT;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;
EU27.1.0.0.0.OKND;European Union;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25959.74;26456.34;26975.19;27564.38;28212.60;28905.21;29564.62;30146.95;30715.59;31307.57;31932.69;32656.05;33481.45;34248.21;34677.86;35071.38;35488.18;35811.47;36064.52;36340.74;36681.83;37063.07;37491.38;37957.61;38548.99;38720.41;39123.79                                                                                                                                                                                                                                                                                                                                                                                                                                                     
EU15.1.0.0.0.OKND;European Union (15 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26729.68;27373.62;27877.45;28390.90;28925.57;29478.87;30037.07;30676.37;31375.76;32125.87;32842.12;33485.97;34109.33;34747.39;35412.57;36166.49;36996.56;37725.27;38106.90;38470.60;38841.69;39126.28;39356.24;39624.96;39958.58;40360.68;40798.61;41243.85;41794.78;41899.69;42268.52                                                                                                                                                                                                                                                                                                                                                                                                              
EA19.1.0.0.0.OKND;Euro area;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23198.97;23651.19;24117.51;24646.80;25235.07;25859.96;26457.58;26986.23;27498.31;28023.82;28569.28;29188.15;29875.06;30494.15;30832.41;31143.53;31469.18;31706.84;31880.31;32063.93;32295.91;32579.53;32900.55;33237.27;33685.97;33779.65;34084.19                                                                                                                                                                                                                                                                                                                                                                                                                                                          
EA12.1.0.0.0.OKND;Euro area (12 countries);01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21105.75;21661.07;22090.71;22524.68;22973.29;23421.14;23880.46;24400.40;24981.40;25602.35;26193.38;26715.09;27219.45;27734.55;28265.21;28864.74;29526.98;30123.73;30455.52;30761.61;31078.73;31310.43;31478.41;31656.56;31879.38;32155.64;32466.18;32790.58;33225.35;33312.49;33606.23                                                                                                                                                                                                                                                                                                                                                                                                                   
DU15.1.0.0.0.OKND;EU15 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;9507.14;9869.08;10249.94;10636.95;11084.27;11550.68;12030.92;12520.83;13054.45;13639.32;14273.78;14927.33;15603.40;16314.35;16962.50;17506.78;18041.25;18569.32;19103.27;19668.96;20233.59;20715.94;21150.40;21567.30;21983.81;22416.10;22874.55;23385.03;23993.86;24685.24;25398.16;26049.82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                      
DA12.1.0.0.0.OKND;EA12 (including D_W West-Germany);01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd ECU/EUR, Standard aggregation;6814.55;7115.15;7435.13;7758.21;8121.75;8500.75;8894.19;9287.32;9710.02;10184.17;10696.89;11227.74;11779.61;12363.18;12905.62;13371.21;13832.57;14293.82;14755.18;15236.23;15733.39;16172.02;16557.03;16916.17;17255.17;17597.98;17963.93;18356.28;18817.07;19333.30;19887.63;20425.88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA                                                                                                                                                                                                                                                                                                                                                                                                             
BEL.1.0.0.0.OKND;Belgium;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd EURO-BEF;289.499;297.488;306.675;315.203;326.797;339.071;352.652;366.593;378.971;391.974;406.964;421.181;434.755;450.562;468.277;485.892;504.597;521.816;539.207;555.050;573.760;584.117;592.312;597.599;603.431;610.605;618.440;627.885;643.742;664.707;689.313;709.602;729.152;745.853;761.668;777.749;792.524;809.669;826.509;843.988;862.941;880.844;893.450;903.820;918.585;935.539;951.980;972.373;992.509;1004.780;1015.652;1029.644;1042.905;1053.420;1067.652;1084.293;1103.300;1122.548;1144.265;1167.570;1172.667;1191.901                                                                                                                                                                                                                                                                                                                 
BGR.1.0.0.0.OKND;Bulgaria;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd BGN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;116.9851;116.1822;117.7691;119.5431;121.4496;123.4000;126.7291;129.9161;133.2060;137.7487;145.3346;154.7346;166.0251;182.6490;193.3845;199.0160;204.4309;210.4745;216.7348;222.2435;228.1740;232.2426;236.5762;241.4737;246.4950;247.7256;249.0420                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
CZE.1.0.0.0.OKND;Czechia;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd CZK;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8501.09;8824.31;9069.44;9282.00;9457.32;9665.32;9896.12;10118.12;10338.70;10576.95;10850.38;11148.75;11537.20;11908.51;12138.41;12364.69;12578.57;12757.06;12882.14;13029.99;13277.52;13467.08;13686.07;13973.12;14273.09;14354.17;14539.87                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
DNK.1.0.0.0.OKND;Denmark;01 Net capital stock at constant prices, total economy;Net capital stock at 2015 prices: total economy ;Mrd DKK;1673.725;1713.405;1756.069;1792.520;1846.370;1901.114;1957.101;2018.145;2080.963;2159.113;2238.017;2314.237;2401.668;2496.804;2575.299;2634.662;2717.422;2795.099;2873.598;2949.485;3001.833;3022.558;3052.517;3085.269;3129.842;3193.701;3285.247;3374.481;3441.076;3503.345;3557.396;3597.049;3626.185;3640.920;3663.908;3704.252;3751.499;3815.029;3890.565;3957.689;4043.946;4119.529;4179.318;4234.446;4293.184;4369.790;4493.295;4611.594;4699.750;4735.749;4743.522;4755.204;4778.952;4813.123;4859.002;4924.808;5017.459;5117.161;5233.427;5360.450;5432.001;5533.423                                                                                                                                                                                                                                                                     
